Categoria,Série,Data de Início,Hora de Início,Data Final,Hora de Término,Valor,Unidade de Medida
Temperatura Máxima do Óleo Hidráulico,Temperatura,28 set 2023,00:00,28 set 2023,23:59,55.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,29 set 2023,00:00,29 set 2023,23:59,61.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,30 set 2023,00:00,30 set 2023,23:59,53.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,2 out 2023,00:00,2 out 2023,23:59,57.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,3 out 2023,00:00,3 out 2023,23:59,60.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,4 out 2023,00:00,4 out 2023,23:59,58.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,5 out 2023,00:00,5 out 2023,23:59,61.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,6 out 2023,00:00,6 out 2023,23:59,59.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,7 out 2023,00:00,7 out 2023,23:59,51.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,9 out 2023,00:00,9 out 2023,23:59,53.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,10 out 2023,00:00,10 out 2023,23:59,60.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,11 out 2023,00:00,11 out 2023,23:59,62.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,12 out 2023,00:00,12 out 2023,23:59,61.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,13 out 2023,00:00,13 out 2023,23:59,56.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,14 out 2023,00:00,14 out 2023,23:59,54.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,16 out 2023,00:00,16 out 2023,23:59,65.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,17 out 2023,00:00,17 out 2023,23:59,56.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,18 out 2023,00:00,18 out 2023,23:59,57.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,19 out 2023,00:00,19 out 2023,23:59,59.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,20 out 2023,00:00,20 out 2023,23:59,58.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,21 out 2023,00:00,21 out 2023,23:59,55.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,23 out 2023,00:00,23 out 2023,23:59,61.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,24 out 2023,00:00,24 out 2023,23:59,63.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,25 out 2023,00:00,25 out 2023,23:59,61.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,26 out 2023,00:00,26 out 2023,23:59,60.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,27 out 2023,00:00,27 out 2023,23:59,59.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,28 out 2023,00:00,28 out 2023,23:59,50.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,29 out 2023,00:00,29 out 2023,23:59,30.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,30 out 2023,00:00,30 out 2023,23:59,58.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,31 out 2023,00:00,31 out 2023,23:59,58.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,1 nov 2023,00:00,1 nov 2023,23:59,57.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,2 nov 2023,00:00,2 nov 2023,23:59,58.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,3 nov 2023,00:00,3 nov 2023,23:59,61.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,4 nov 2023,00:00,4 nov 2023,23:59,50.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,6 nov 2023,00:00,6 nov 2023,23:59,62.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,7 nov 2023,00:00,7 nov 2023,23:59,66.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,8 nov 2023,00:00,8 nov 2023,23:59,64.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,9 nov 2023,00:00,9 nov 2023,23:59,60.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,10 nov 2023,00:00,10 nov 2023,23:59,59.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,11 nov 2023,00:00,11 nov 2023,23:59,59.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,13 nov 2023,00:00,13 nov 2023,23:59,66.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,14 nov 2023,00:00,14 nov 2023,23:59,65.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,15 nov 2023,00:00,15 nov 2023,23:59,65.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,16 nov 2023,00:00,16 nov 2023,23:59,65.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,17 nov 2023,00:00,17 nov 2023,23:59,61.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,18 nov 2023,00:00,18 nov 2023,23:59,59.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,20 nov 2023,00:00,20 nov 2023,23:59,56.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,21 nov 2023,00:00,21 nov 2023,23:59,64.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,22 nov 2023,00:00,22 nov 2023,23:59,63.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,23 nov 2023,00:00,23 nov 2023,23:59,58.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,24 nov 2023,00:00,24 nov 2023,23:59,62.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,25 nov 2023,00:00,25 nov 2023,23:59,53.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,27 nov 2023,00:00,27 nov 2023,23:59,63.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,28 nov 2023,00:00,28 nov 2023,23:59,60.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,29 nov 2023,00:00,29 nov 2023,23:59,56.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,30 nov 2023,00:00,30 nov 2023,23:59,57.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,1 dez 2023,00:00,1 dez 2023,23:59,60.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,2 dez 2023,00:00,2 dez 2023,23:59,61.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,4 dez 2023,00:00,4 dez 2023,23:59,59.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,5 dez 2023,00:00,5 dez 2023,23:59,53.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,6 dez 2023,00:00,6 dez 2023,23:59,53.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,7 dez 2023,00:00,7 dez 2023,23:59,58.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,8 dez 2023,00:00,8 dez 2023,23:59,58.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,9 dez 2023,00:00,9 dez 2023,23:59,51.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,11 dez 2023,00:00,11 dez 2023,23:59,54.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,12 dez 2023,00:00,12 dez 2023,23:59,57.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,13 dez 2023,00:00,13 dez 2023,23:59,61.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,14 dez 2023,00:00,14 dez 2023,23:59,64.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,15 dez 2023,00:00,15 dez 2023,23:59,38.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,16 dez 2023,00:00,16 dez 2023,23:59,64.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,18 dez 2023,00:00,18 dez 2023,23:59,64.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,19 dez 2023,00:00,19 dez 2023,23:59,63.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,20 dez 2023,00:00,20 dez 2023,23:59,60.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,21 dez 2023,00:00,21 dez 2023,23:59,61.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,22 dez 2023,00:00,22 dez 2023,23:59,59.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,23 dez 2023,00:00,23 dez 2023,23:59,54.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,26 dez 2023,00:00,26 dez 2023,23:59,57.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,27 dez 2023,00:00,27 dez 2023,23:59,57.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,28 dez 2023,00:00,28 dez 2023,23:59,58.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,29 dez 2023,00:00,29 dez 2023,23:59,58.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,30 dez 2023,00:00,30 dez 2023,23:59,53.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,2 jan 2024,00:00,2 jan 2024,23:59,59.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,3 jan 2024,00:00,3 jan 2024,23:59,57.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,4 jan 2024,00:00,4 jan 2024,23:59,57.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,5 jan 2024,00:00,5 jan 2024,23:59,60.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,6 jan 2024,00:00,6 jan 2024,23:59,58.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,8 jan 2024,00:00,8 jan 2024,23:59,59.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,9 jan 2024,00:00,9 jan 2024,23:59,62.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,10 jan 2024,00:00,10 jan 2024,23:59,63.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,11 jan 2024,00:00,11 jan 2024,23:59,62.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,12 jan 2024,00:00,12 jan 2024,23:59,59.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,13 jan 2024,00:00,13 jan 2024,23:59,56.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,15 jan 2024,00:00,15 jan 2024,23:59,54.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,16 jan 2024,00:00,16 jan 2024,23:59,57.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,17 jan 2024,00:00,17 jan 2024,23:59,58.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,18 jan 2024,00:00,18 jan 2024,23:59,56.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,19 jan 2024,00:00,19 jan 2024,23:59,61.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,20 jan 2024,00:00,20 jan 2024,23:59,55.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,22 jan 2024,00:00,22 jan 2024,23:59,56.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,23 jan 2024,00:00,23 jan 2024,23:59,51.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,24 jan 2024,00:00,24 jan 2024,23:59,52.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,25 jan 2024,00:00,25 jan 2024,23:59,54.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,26 jan 2024,00:00,26 jan 2024,23:59,54.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,27 jan 2024,00:00,27 jan 2024,23:59,59.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,29 jan 2024,00:00,29 jan 2024,23:59,58.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,30 jan 2024,00:00,30 jan 2024,23:59,61.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,31 jan 2024,00:00,31 jan 2024,23:59,57.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,1 fev 2024,00:00,1 fev 2024,23:59,57.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,2 fev 2024,00:00,2 fev 2024,23:59,53.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,3 fev 2024,00:00,3 fev 2024,23:59,57.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,5 fev 2024,00:00,5 fev 2024,23:59,61.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,6 fev 2024,00:00,6 fev 2024,23:59,63.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,7 fev 2024,00:00,7 fev 2024,23:59,61.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,8 fev 2024,00:00,8 fev 2024,23:59,61.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,9 fev 2024,00:00,9 fev 2024,23:59,56.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,10 fev 2024,00:00,10 fev 2024,23:59,59.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,12 fev 2024,00:00,12 fev 2024,23:59,61.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,13 fev 2024,00:00,13 fev 2024,23:59,55.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,14 fev 2024,00:00,14 fev 2024,23:59,56.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,15 fev 2024,00:00,15 fev 2024,23:59,52.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,16 fev 2024,00:00,16 fev 2024,23:59,55.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,17 fev 2024,00:00,17 fev 2024,23:59,54.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,19 fev 2024,00:00,19 fev 2024,23:59,57.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,20 fev 2024,00:00,20 fev 2024,23:59,54.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,21 fev 2024,00:00,21 fev 2024,23:59,56.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,22 fev 2024,00:00,22 fev 2024,23:59,55.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,23 fev 2024,00:00,23 fev 2024,23:59,58.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,24 fev 2024,00:00,24 fev 2024,23:59,59.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,26 fev 2024,00:00,26 fev 2024,23:59,58.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,27 fev 2024,00:00,27 fev 2024,23:59,64.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,28 fev 2024,00:00,28 fev 2024,23:59,54.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,29 fev 2024,00:00,29 fev 2024,23:59,60.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,1 mar 2024,00:00,1 mar 2024,23:59,61.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,2 mar 2024,00:00,2 mar 2024,23:59,55.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,4 mar 2024,00:00,4 mar 2024,23:59,61.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,5 mar 2024,00:00,5 mar 2024,23:59,65.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,6 mar 2024,00:00,6 mar 2024,23:59,54.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,7 mar 2024,00:00,7 mar 2024,23:59,57.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,8 mar 2024,00:00,8 mar 2024,23:59,55.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,9 mar 2024,00:00,9 mar 2024,23:59,55.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,11 mar 2024,00:00,11 mar 2024,23:59,58.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,12 mar 2024,00:00,12 mar 2024,23:59,56.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,13 mar 2024,00:00,13 mar 2024,23:59,58.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,14 mar 2024,00:00,14 mar 2024,23:59,60.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,15 mar 2024,00:00,15 mar 2024,23:59,59.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,16 mar 2024,00:00,16 mar 2024,23:59,51.0,C
Temp. Máx. do Óleo da Transm.,Temperatura do Óleo da Transmissão,8 jul 2023,00:00,8 jul 2023,23:59,77.5,C
Temp. Máx. do Óleo da Transm.,Temperatura do Óleo da Transmissão,10 jul 2023,00:00,10 jul 2023,23:59,78.25,C
Temp. Máx. do Óleo da Transm.,Temperatura do Óleo da Transmissão,11 jul 2023,00:00,11 jul 2023,23:59,77.75,C
Temp. Máx. do Óleo da Transm.,Temperatura do Óleo da Transmissão,12 jul 2023,00:00,12 jul 2023,23:59,79.5,C
Temp. Máx. do Óleo da Transm.,Temperatura do Óleo da Transmissão,13 jul 2023,00:00,13 jul 2023,23:59,77.0,C
Temp. Máx. do Óleo da Transm.,Temperatura do Óleo da Transmissão,14 jul 2023,00:00,14 jul 2023,23:59,75.0,C
Temp. Máx. do Óleo da Transm.,Temperatura do Óleo da Transmissão,15 jul 2023,00:00,15 jul 2023,23:59,74.25,C
Temp. Máx. do Óleo da Transm.,Temperatura do Óleo da Transmissão,17 jul 2023,00:00,17 jul 2023,23:59,77.5,C
Temp. Máx. do Óleo da Transm.,Temperatura do Óleo da Transmissão,18 jul 2023,00:00,18 jul 2023,23:59,76.5,C
Temp. Máx. do Óleo da Transm.,Temperatura do Óleo da Transmissão,19 jul 2023,00:00,19 jul 2023,23:59,77.0,C
Temp. Máx. do Óleo da Transm.,Temperatura do Óleo da Transmissão,20 jul 2023,00:00,20 jul 2023,23:59,76.0,C
Temp. Máx. do Óleo da Transm.,Temperatura do Óleo da Transmissão,21 jul 2023,00:00,21 jul 2023,23:59,77.0,C
Temp. Máx. do Óleo da Transm.,Temperatura do Óleo da Transmissão,22 jul 2023,00:00,22 jul 2023,23:59,75.75,C
Temp. Máx. do Óleo da Transm.,Temperatura do Óleo da Transmissão,24 jul 2023,00:00,24 jul 2023,23:59,76.25,C
Temp. Máx. do Óleo da Transm.,Temperatura do Óleo da Transmissão,25 jul 2023,00:00,25 jul 2023,23:59,77.0,C
Temp. Máx. do Óleo da Transm.,Temperatura do Óleo da Transmissão,26 jul 2023,00:00,26 jul 2023,23:59,76.5,C
Temp. Máx. do Óleo da Transm.,Temperatura do Óleo da Transmissão,27 jul 2023,00:00,27 jul 2023,23:59,78.25,C
Temp. Máx. do Óleo da Transm.,Temperatura do Óleo da Transmissão,28 jul 2023,00:00,28 jul 2023,23:59,77.0,C
Temp. Máx. do Óleo da Transm.,Temperatura do Óleo da Transmissão,29 jul 2023,00:00,29 jul 2023,23:59,75.75,C
Temp. Máx. do Óleo da Transm.,Temperatura do Óleo da Transmissão,31 jul 2023,00:00,31 jul 2023,23:59,74.75,C
Temp. Máx. do Óleo da Transm.,Temperatura do Óleo da Transmissão,1 ago 2023,00:00,1 ago 2023,23:59,77.0,C
Temp. Máx. do Óleo da Transm.,Temperatura do Óleo da Transmissão,2 ago 2023,00:00,2 ago 2023,23:59,75.75,C
Temp. Máx. do Óleo da Transm.,Temperatura do Óleo da Transmissão,3 ago 2023,00:00,3 ago 2023,23:59,77.0,C
Temp. Máx. do Óleo da Transm.,Temperatura do Óleo da Transmissão,4 ago 2023,00:00,4 ago 2023,23:59,76.0,C
