Categoria,Série,Data de Início,Hora de Início,Data Final,Hora de Término,Valor,Unidade de Medida
Ajuste da Rotação da Transmissão,"2,5 a 2,9",5 jul 2023,00:00,5 jul 2023,23:59,0.0,hr
Ajuste da Rotação da Transmissão,"3,0 a 3,5",5 jul 2023,00:00,5 jul 2023,23:59,0.0,hr
Ajuste da Rotação da Transmissão,"1,5 a 1,9",5 jul 2023,00:00,5 jul 2023,23:59,0.03,hr
Ajuste da Rotação da Transmissão,"2,0 a 2,4",5 jul 2023,00:00,5 jul 2023,23:59,0.0,hr
Distância Percorrida em Avanço e em Marcha à Ré,Avanço,23 jun 2023,00:00,23 jun 2023,23:59,0.02,km
Distância Percorrida em Avanço e em Marcha à Ré,Marcha à Ré,23 jun 2023,00:00,23 jun 2023,23:59,0.0,km
Distância Percorrida em Avanço e em Marcha à Ré,Avanço,1 jul 2023,00:00,1 jul 2023,23:59,0.0,km
Distância Percorrida em Avanço e em Marcha à Ré,Marcha à Ré,1 jul 2023,00:00,1 jul 2023,23:59,0.02,km
Distância Percorrida em Avanço e em Marcha à Ré,Avanço,3 jul 2023,00:00,3 jul 2023,23:59,0.01,km
Distância Percorrida em Avanço e em Marcha à Ré,Marcha à Ré,3 jul 2023,00:00,3 jul 2023,23:59,0.03,km
Distância Percorrida em Avanço e em Marcha à Ré,Avanço,4 jul 2023,00:00,4 jul 2023,23:59,0.01,km
Distância Percorrida em Avanço e em Marcha à Ré,Marcha à Ré,4 jul 2023,00:00,4 jul 2023,23:59,0.01,km
Temp. Máx. do Líq. de Arrefecimento,Temperatura,23 jun 2023,00:00,23 jun 2023,23:59,85.0,C
Temp. Máx. do Líq. de Arrefecimento,Temperatura,1 jul 2023,00:00,1 jul 2023,23:59,49.0,C
Temp. Máx. do Líq. de Arrefecimento,Temperatura,3 jul 2023,00:00,3 jul 2023,23:59,79.0,C
Temp. Máx. do Líq. de Arrefecimento,Temperatura,4 jul 2023,00:00,4 jul 2023,23:59,85.0,C
Tempo em Avanço e em Marcha à Ré,Avanço,23 jun 2023,00:00,23 jun 2023,23:59,0.01,hr
Tempo em Avanço e em Marcha à Ré,Marcha à Ré,23 jun 2023,00:00,23 jun 2023,23:59,0.0,hr
Tempo em Avanço e em Marcha à Ré,Neutro,23 jun 2023,00:00,23 jun 2023,23:59,0.0,hr
Tempo em Avanço e em Marcha à Ré,Estacionar,23 jun 2023,00:00,23 jun 2023,23:59,0.37,hr
Tempo em Avanço e em Marcha à Ré,Avanço,1 jul 2023,00:00,1 jul 2023,23:59,0.0,hr
Tempo em Avanço e em Marcha à Ré,Marcha à Ré,1 jul 2023,00:00,1 jul 2023,23:59,0.04,hr
Tempo em Avanço e em Marcha à Ré,Neutro,1 jul 2023,00:00,1 jul 2023,23:59,0.0,hr
Tempo em Avanço e em Marcha à Ré,Estacionar,1 jul 2023,00:00,1 jul 2023,23:59,0.05,hr
Tempo em Avanço e em Marcha à Ré,Avanço,3 jul 2023,00:00,3 jul 2023,23:59,0.04,hr
Tempo em Avanço e em Marcha à Ré,Marcha à Ré,3 jul 2023,00:00,3 jul 2023,23:59,0.06,hr
Tempo em Avanço e em Marcha à Ré,Neutro,3 jul 2023,00:00,3 jul 2023,23:59,0.07,hr
Tempo em Avanço e em Marcha à Ré,Estacionar,3 jul 2023,00:00,3 jul 2023,23:59,0.26,hr
Tempo em Avanço e em Marcha à Ré,Avanço,4 jul 2023,00:00,4 jul 2023,23:59,0.02,hr
Tempo em Avanço e em Marcha à Ré,Marcha à Ré,4 jul 2023,00:00,4 jul 2023,23:59,0.01,hr
Tempo em Avanço e em Marcha à Ré,Neutro,4 jul 2023,00:00,4 jul 2023,23:59,0.02,hr
Tempo em Avanço e em Marcha à Ré,Estacionar,4 jul 2023,00:00,4 jul 2023,23:59,0.46,hr
Tempo em Avanço e em Marcha à Ré,Avanço,5 jul 2023,00:00,5 jul 2023,23:59,0.0,hr
Tempo em Avanço e em Marcha à Ré,Marcha à Ré,5 jul 2023,00:00,5 jul 2023,23:59,0.0,hr
Tempo em Avanço e em Marcha à Ré,Neutro,5 jul 2023,00:00,5 jul 2023,23:59,0.0,hr
Tempo em Avanço e em Marcha à Ré,Estacionar,5 jul 2023,00:00,5 jul 2023,23:59,0.03,hr
Temperatura Máxima do Óleo Hidráulico,Temperatura,23 jun 2023,00:00,23 jun 2023,23:59,26.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,1 jul 2023,00:00,1 jul 2023,23:59,27.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,3 jul 2023,00:00,3 jul 2023,23:59,32.0,C
Temperatura Máxima do Óleo Hidráulico,Temperatura,4 jul 2023,00:00,4 jul 2023,23:59,31.0,C
Uso do Motor,Carga Baixa,30 jun 2022,00:00,30 jun 2022,23:59,0.03,hr
Uso do Motor,Marcha Lenta,30 jun 2022,00:00,30 jun 2022,23:59,0.01,hr
Uso do Motor,Carga Alta,30 jun 2022,00:00,30 jun 2022,23:59,0.0,hr
Uso do Motor,Carga Média,30 jun 2022,00:00,30 jun 2022,23:59,0.0,hr
Uso do Motor,Chave-Ligada,30 jun 2022,00:00,30 jun 2022,23:59,0.01,hr
Uso do Motor,Carga Baixa,8 jul 2022,00:00,8 jul 2022,23:59,0.03,hr
Uso do Motor,Marcha Lenta,8 jul 2022,00:00,8 jul 2022,23:59,0.09,hr
Uso do Motor,Carga Alta,8 jul 2022,00:00,8 jul 2022,23:59,0.02,hr
Uso do Motor,Carga Média,8 jul 2022,00:00,8 jul 2022,23:59,0.03,hr
Uso do Motor,Chave-Ligada,8 jul 2022,00:00,8 jul 2022,23:59,0.01,hr
Uso do Motor,Carga Baixa,11 jul 2022,00:00,11 jul 2022,23:59,0.03,hr
Uso do Motor,Marcha Lenta,11 jul 2022,00:00,11 jul 2022,23:59,0.01,hr
Uso do Motor,Carga Alta,11 jul 2022,00:00,11 jul 2022,23:59,0.0,hr
Uso do Motor,Carga Média,11 jul 2022,00:00,11 jul 2022,23:59,0.0,hr
Uso do Motor,Chave-Ligada,11 jul 2022,00:00,11 jul 2022,23:59,0.01,hr
Uso do Motor,Carga Baixa,13 jul 2022,00:00,13 jul 2022,23:59,0.03,hr
Uso do Motor,Marcha Lenta,13 jul 2022,00:00,13 jul 2022,23:59,0.01,hr
Uso do Motor,Carga Alta,13 jul 2022,00:00,13 jul 2022,23:59,0.0,hr
Uso do Motor,Carga Média,13 jul 2022,00:00,13 jul 2022,23:59,0.02,hr
Uso do Motor,Chave-Ligada,13 jul 2022,00:00,13 jul 2022,23:59,0.01,hr
Uso do Motor,Carga Baixa,26 jul 2022,00:00,26 jul 2022,23:59,0.1,hr
Uso do Motor,Marcha Lenta,26 jul 2022,00:00,26 jul 2022,23:59,0.11,hr
Uso do Motor,Carga Alta,26 jul 2022,00:00,26 jul 2022,23:59,0.0,hr
Uso do Motor,Carga Média,26 jul 2022,00:00,26 jul 2022,23:59,0.0,hr
Uso do Motor,Chave-Ligada,26 jul 2022,00:00,26 jul 2022,23:59,0.02,hr
Uso do Motor,Carga Baixa,27 jul 2022,00:00,27 jul 2022,23:59,0.0,hr
Uso do Motor,Marcha Lenta,27 jul 2022,00:00,27 jul 2022,23:59,0.01,hr
Uso do Motor,Carga Alta,27 jul 2022,00:00,27 jul 2022,23:59,0.0,hr
Uso do Motor,Carga Média,27 jul 2022,00:00,27 jul 2022,23:59,0.0,hr
Uso do Motor,Chave-Ligada,27 jul 2022,00:00,27 jul 2022,23:59,0.02,hr
Uso do Motor,Carga Baixa,28 jul 2022,00:00,28 jul 2022,23:59,0.03,hr
Uso do Motor,Marcha Lenta,28 jul 2022,00:00,28 jul 2022,23:59,0.12,hr
Uso do Motor,Carga Alta,28 jul 2022,00:00,28 jul 2022,23:59,0.0,hr
Uso do Motor,Carga Média,28 jul 2022,00:00,28 jul 2022,23:59,0.0,hr
Uso do Motor,Chave-Ligada,28 jul 2022,00:00,28 jul 2022,23:59,0.03,hr
Uso do Motor,Carga Baixa,29 jul 2022,00:00,29 jul 2022,23:59,0.0,hr
Uso do Motor,Marcha Lenta,29 jul 2022,00:00,29 jul 2022,23:59,0.0,hr
Uso do Motor,Carga Alta,29 jul 2022,00:00,29 jul 2022,23:59,0.0,hr
Uso do Motor,Carga Média,29 jul 2022,00:00,29 jul 2022,23:59,0.0,hr
Uso do Motor,Chave-Ligada,29 jul 2022,00:00,29 jul 2022,23:59,0.01,hr
Uso do Motor,Carga Baixa,1 ago 2022,00:00,1 ago 2022,23:59,0.0,hr
Uso do Motor,Marcha Lenta,1 ago 2022,00:00,1 ago 2022,23:59,0.03,hr
Uso do Motor,Carga Alta,1 ago 2022,00:00,1 ago 2022,23:59,0.0,hr
Uso do Motor,Carga Média,1 ago 2022,00:00,1 ago 2022,23:59,0.0,hr
Uso do Motor,Chave-Ligada,1 ago 2022,00:00,1 ago 2022,23:59,0.01,hr
Uso do Motor,Carga Baixa,10 ago 2022,00:00,10 ago 2022,23:59,0.01,hr
Uso do Motor,Marcha Lenta,10 ago 2022,00:00,10 ago 2022,23:59,0.01,hr
Uso do Motor,Carga Alta,10 ago 2022,00:00,10 ago 2022,23:59,0.01,hr
Uso do Motor,Carga Média,10 ago 2022,00:00,10 ago 2022,23:59,0.01,hr
Uso do Motor,Chave-Ligada,10 ago 2022,00:00,10 ago 2022,23:59,0.01,hr
Uso do Motor,Carga Baixa,12 ago 2022,00:00,12 ago 2022,23:59,0.0,hr
Uso do Motor,Marcha Lenta,12 ago 2022,00:00,12 ago 2022,23:59,0.1,hr
Uso do Motor,Carga Alta,12 ago 2022,00:00,12 ago 2022,23:59,0.0,hr
Uso do Motor,Carga Média,12 ago 2022,00:00,12 ago 2022,23:59,0.0,hr
Uso do Motor,Chave-Ligada,12 ago 2022,00:00,12 ago 2022,23:59,0.09,hr
Uso do Motor,Carga Baixa,15 ago 2022,00:00,15 ago 2022,23:59,0.0,hr
Uso do Motor,Marcha Lenta,15 ago 2022,00:00,15 ago 2022,23:59,0.02,hr
Uso do Motor,Carga Alta,15 ago 2022,00:00,15 ago 2022,23:59,0.0,hr
Uso do Motor,Carga Média,15 ago 2022,00:00,15 ago 2022,23:59,0.0,hr
Uso do Motor,Chave-Ligada,15 ago 2022,00:00,15 ago 2022,23:59,0.02,hr
Uso do Motor,Carga Baixa,16 ago 2022,00:00,16 ago 2022,23:59,0.16,hr
Uso do Motor,Marcha Lenta,16 ago 2022,00:00,16 ago 2022,23:59,0.58,hr
Uso do Motor,Carga Alta,16 ago 2022,00:00,16 ago 2022,23:59,0.04,hr
Uso do Motor,Carga Média,16 ago 2022,00:00,16 ago 2022,23:59,0.36,hr
Uso do Motor,Chave-Ligada,16 ago 2022,00:00,16 ago 2022,23:59,0.04,hr
Uso do Motor,Carga Baixa,17 ago 2022,00:00,17 ago 2022,23:59,0.93,hr
Uso do Motor,Marcha Lenta,17 ago 2022,00:00,17 ago 2022,23:59,1.23,hr
Uso do Motor,Carga Alta,17 ago 2022,00:00,17 ago 2022,23:59,4.01,hr
Uso do Motor,Carga Média,17 ago 2022,00:00,17 ago 2022,23:59,2.0,hr
Uso do Motor,Chave-Ligada,17 ago 2022,00:00,17 ago 2022,23:59,0.02,hr
Uso do Motor,Carga Baixa,18 ago 2022,00:00,18 ago 2022,23:59,0.62,hr
Uso do Motor,Marcha Lenta,18 ago 2022,00:00,18 ago 2022,23:59,0.76,hr
Uso do Motor,Carga Alta,18 ago 2022,00:00,18 ago 2022,23:59,1.09,hr
Uso do Motor,Carga Média,18 ago 2022,00:00,18 ago 2022,23:59,0.74,hr
Uso do Motor,Chave-Ligada,18 ago 2022,00:00,18 ago 2022,23:59,0.16,hr
Uso do Motor,Carga Baixa,19 ago 2022,00:00,19 ago 2022,23:59,0.91,hr
Uso do Motor,Marcha Lenta,19 ago 2022,00:00,19 ago 2022,23:59,1.94,hr
Uso do Motor,Carga Alta,19 ago 2022,00:00,19 ago 2022,23:59,2.39,hr
Uso do Motor,Carga Média,19 ago 2022,00:00,19 ago 2022,23:59,1.98,hr
Uso do Motor,Chave-Ligada,19 ago 2022,00:00,19 ago 2022,23:59,0.06,hr
Uso do Motor,Carga Baixa,22 ago 2022,00:00,22 ago 2022,23:59,0.27,hr
Uso do Motor,Marcha Lenta,22 ago 2022,00:00,22 ago 2022,23:59,1.09,hr
Uso do Motor,Carga Alta,22 ago 2022,00:00,22 ago 2022,23:59,0.46,hr
